rev_datemodified	author	locale	file_name	h1	head	globalfooter	header	author2	author3	keywords	columntype	topiccenter	rev_datecreated	article_title	title	commentWidget	page_total	page_number	editor	products	commentRating	columns	product	printLayout	description	shorttitle	robots	ROBOTS	breadcrumb	devCtrNav	datemodified	identity	lang	globalnav	level	url	dropdown,pod,tab,tree,map	area	modules	datecreated	devCtrAccordion	user_level	blurb	contentarea	page	
9 June 2008	Jeff Kamerer	en_us	creating_as3_components_pt7		flash					ActionScript 3.0, Flash CS3, MenuBar component, focus management, FocusManager, active area, controlling interactions, focusEnabled, focus events, display objects, tabbing, focusIn, focusOut, currentTarget, drawFocus()	article	novalue	9 June 2008	Creating ActionScript 3.0 components in Flash \xe2\x80\x93 Part 7: Focus management	Creating ActionScript 3.0 components in Flash \xe2\x80\x93 Part 7: Focus management | Adobe Developer Connection	true	1	1	Tommi West	Flash	true	1	Flash	false		Creating ActionScript 3.0 components in Flash - Part 7: Focus management	noodp			true	9 June 2008		en-us		Beginner/Intermediate	www.adobe.com/devnet/flash/articles/creating_as3_components_pt7.html	accordion,dropdown	devnet		9 June 2008	true	2	Use ActionScript 3.0 and FocusManager to control how focus events are handled for display objects.	Adobe Developer Connection	main	
9 June 2008	Jeff Kamerer	en_us	creating_as3_components_pt8		flash					ActionScript 3.0, Flash CS3, MenuBar component, keyboard support, key events, tab, space bar, arrow keys, escape key, keyCode, user input, keyboardEvent, selectable, keyDownHandler	article	novalue	9 June 2008	Creating ActionScript 3.0 components in Flash \xe2\x80\x93 Part 8: Keyboard support	Creating ActionScript 3.0 components in Flash \xe2\x80\x93 Part 8: Keyboard support | Adobe Developer Connection	true	1	1	Tommi West	Flash	true	1	Flash	false		Creating ActionScript 3.0 components in Flash - Part 8: Keyboard support	noodp			true	9 June 2008		en-us		Beginner/Intermediate	www.adobe.com/devnet/flash/articles/creating_as3_components_pt8.html	accordion,dropdown	devnet		9 June 2008	true	2	Learn how to allow users to navigate through selectable items in components using keyboard commands.	Adobe Developer Connection	main	
15 October 2008	Jeff Swartz	en_us	dynamic_sound_generation	Generating sounds dynamically in Flash Player 10	devnet					Sound.extract, sampleDataEvent, Flash Player 10	article	novalue	15 October 2008	Generating sounds dynamically in Flash Player 10	Generating sounds dynamically in Flash Player 10 | Adobe Developer Connection	true	1	1	Tommi West	Flash, Flash Player	true	1	Flash	false		Generating sounds dynamically in Flash Player 10	noodp			true	15 October 2008		en-us		Intermediate/Advanced	www.adobe.com/devnet/flash/articles/dynamic_sound_generation/	accordion,dropdown			15 October 2008	true	4	Learn about the use of dynamically generated sounds in Flash Player 10, and how to use the new Sound.extract() method and sampleDataEvent event.	Adobe Developer Connection	main	
30 March 2006	Lisa Larson	en_us	prog_download	Flash 8 template: Creating a dynamic playlist for progressive Flash video	flash								15 June 2005	Flash 8 template: Creating a dynamic playlist for progressive Flash video	Flash 8 template: Creating a dynamic playlist for progressive Flash video | Adobe Developer Connection	false	1	1		Flash	true	1		true			noodp			true			en-us			www.adobe.com/devnet/flash/articles/prog_download_print.html	dropdown				true	4		Adobe Developer Connection		
27 March 2006	Lisa Larson	en_us	video_player	Flash 8 template: Creating a dynamic playlist for streaming Flash video	flash								17 January 2005	Flash 8 template: Creating a dynamic playlist for streaming Flash video	Flash 8 template: Creating a dynamic playlist for streaming Flash video | Adobe Developer Connection	false	1	1		Flash	true	1		true			noodp			true			en-us			www.adobe.com/devnet/flash/articles/video_player_print.html	dropdown				true	4		Adobe Developer Connection		
		en_us													Adobe - Flash sample : ActionScript 2.0 Flash video gallery 							1	flash				noodp			true						www.adobe.com/devnet/flash/samples/video_gallery_as2/	dropdown,pod				true					
		en_us													Adobe - Flash sample : ActionScript 3 Flash video gallery	true						1	flash				noodp			true						www.adobe.com/devnet/flash/samples/video_gallery_as3/	dropdown,pod				true					
		en_us													Adobe Flash Player enterprise deployment - Developer Connection	false						2	flash player		Learn how Adobe Flash Player allows enterprises to deliver secure, expressive, and high-performance applications that run consistently across operating systems and browsers, with full control over the install experience in alignment with IT policies.		noodp			true						www.adobe.com/devnet/flashplayer/enterprise_deployment.html	dropdown,pod,tree	devnet			true					
		en_us													Tour de Flex sitemap | Adobe Developer Connection	false						1					noodp			true						www.adobe.com/devnet/flex/tourdeflex/sitemap.html	accordion,dropdown				true					
		en_us													Flex Trial Day 42 | Adobe Developer Connection							2					noindex,nofollow			true						www.adobe.com/devnet/flex/trial/flex_trial_day42.html	dropdown,pod,tree				true					
		en_us													Adobe - Developer Center : Understanding the Flex-Ajax Bridge							2	flex				noodp			true						www.adobe.com/devnet/flex/videos/fab/	dropdown,pod,tree	devnet			true					
		en_us													Adobe - FLV/F4V Technology Center							2	adobe air				noodp			true						www.adobe.com/devnet/flv/	dropdown,pod,tab,tree				true					
		en_us													Adobe - FrameMaker Developer Kit Overview							2	framemaker				noodp			true						www.adobe.com/devnet/framemaker/fdk/	table,dropdown,pod				true					
		en_us													Adobe - FrameMaker Developer Center : FDK 6.0							2	framemaker				noodp			true						www.adobe.com/devnet/framemaker/fdk/6/	dropdown,pod,tab,tree				true					
		en_us													Adobe - FrameMaker Developer Center : FDK 7.0							2	framemaker				noodp			true						www.adobe.com/devnet/framemaker/fdk/7/	dropdown,pod,tab,tree				true					
		en_us													Adobe - FrameMaker Developer Center : FDK 7.1							2	framemaker				noodp			true						www.adobe.com/devnet/framemaker/fdk/71/	dropdown,pod,tab,tree				true					
		en_us													Adobe - FrameMaker Developer Center : FDK 7.2							2	framemaker				noodp			true						www.adobe.com/devnet/framemaker/fdk/72/	dropdown,pod,tab,tree				true					
		en_us													Adobe - Developer Connection: Adobe FrameMaker 8.0 Developer Kit							2	framemaker				noodp			true						www.adobe.com/devnet/framemaker/fdk/8/	dropdown,pod				true					
		en_us													Adobe - Developer Connection: Adobe FrameMaker 9.0 Developer Kit							2	framemaker				noodp			true						www.adobe.com/devnet/framemaker/fdk/9/	dropdown,pod				true					
		en_us													Adobe - Adobe\xc2\xae FrameMaker\xc2\xae 8 Plug-in for DITA Open Toolkit							2	framemaker				noodp			true						www.adobe.com/devnet/framemaker/fm8_opentoolkit.html	dropdown,pod				true					
		en_us													Adobe - Adobe\xc2\xae FrameMaker 9 plug-in for DITA Open Toolkit							2	framemaker				noodp			true						www.adobe.com/devnet/framemaker/fm9_opentoolkit.html	dropdown,pod				true					
															Adobe - Refresh																					www.adobe.com/devnet/guidelines.html										
		en_us													Adobe - Illustrator Developer Center							2	illustrator				noodp			true						www.adobe.com/devnet/illustrator/scripting/	dropdown,pod,tab,tree				true					
		en_us													Adobe - Illustrator  Developer Center							2	illustrator				noodp			true						www.adobe.com/devnet/illustrator/sdk/	dropdown,pod,tab,tree				true					
		en_us													Adobe - Illustrator CS4 SDK License Agreement							1	illustrator				noodp			true						www.adobe.com/devnet/illustrator/sdk/eula.html	dropdown,pod				true					
		en_us													Adobe - Illustrator CS3 SDK License Agreement							1	illustrator				noodp			true						www.adobe.com/devnet/illustrator/sdk/eula_cs3.html	dropdown,pod				true					
		en_us													Adobe - InDesign Developer Center							2	indesign				noodp			true						www.adobe.com/devnet/indesign/documentation.html	dropdown,pod,tab,tree				true					
		en_us													Adobe - InDesign Developer Center							2	indesign				noodp			true						www.adobe.com/devnet/indesign/prefix_reg.html	dropdown,pod,tab,tree				true					
		en_us													Adobe - InDesign Developer Center							2	indesign				noodp			true						www.adobe.com/devnet/indesign/sdk/	dropdown,pod,tab,tree				true					
		en_us													Adobe - InDesign CS3 SDK License Agreement							1					noodp			true						www.adobe.com/devnet/indesign/sdk/eula.html	dropdown,pod				true					
		en_us													Adobe - InDesign CS4 SDK License Agreement							1					noodp			true						www.adobe.com/devnet/indesign/sdk/eula_cs4.html	dropdown,pod				true					
		en_us													Adobe - InDesign Developer Center							2	indesign				noodp			true						www.adobe.com/devnet/indesign/training.html	dropdown,pod,tab,tree				true					
		en_us													Adobe - InDesign Developer Center							2	indesign				noodp			true						www.adobe.com/devnet/indesign/training_archive.html	dropdown,pod,tab,tree				true					
		en_us													Adobe - Linguistic Library Plug-In SDK License Agreement							1					noodp			true						www.adobe.com/devnet/linguisticlibrary/sdk/eula.html	dropdown,pod				true					
		en_us													Adobe - LiveCycle Developer Center: License agreement							2	livecycle				noodp			true						www.adobe.com/devnet/livecycle/licenseagreement.html	dropdown,pod,tab,tree				true					
		en_us													Adobe - LiveCycle ES2 SDK download EULA							1					noodp			true						www.adobe.com/devnet/livecycle/sdk/eula.html	dropdown,pod				true					
		en_us													Tour de LiveCycle component explorer | Adobe LiveCycle Developer Center	false						2					noodp			true						www.adobe.com/devnet/livecycle/tourdelivecycle/	accordion,dropdown,modal				true					
		en_us													Adobe - LiveCycle ES trial version							2	livecycle		Try Adobe LiveCycle ES software in your environment. Download a version of Adobe\xe2\x80\x99s server platform for use with a variety of operating systems. 		noodp			true						www.adobe.com/devnet/livecycle/trial/	dropdown,pod				true					
		en_us													Adobe - Font Development Kit for Opentype							2					noodp			true						www.adobe.com/devnet/opentype/afdko/	dropdown,pod				true					
		en_us													Adobe - Adobe Font Development Kit for OpenType							1					noodp			true						www.adobe.com/devnet/opentype/afdko/eula.html	dropdown,pod				true					
		en_us													Adobe - Font and Type Technology Center							2					noodp			true						www.adobe.com/devnet/opentype/archives/	dropdown,pod,tab,tree				true					
		en_us													Adobe - PDF Library SDK							2	acrobat				noodp			true						www.adobe.com/devnet/pdf/library/	table,dropdown,pod				true					
		en_us													Adobe - Photoshop Developer Center							2	photoshop				noodp			true						www.adobe.com/devnet/photoshop/scripting/	dropdown,pod				true					
		en_us													Adobe - License Adobe Software Developer\'s Kit (\'SDK&quot;) License Agreement							1					noodp			true						www.adobe.com/devnet/photoshop/sdk/eula.html	accordion,dropdown				true					
		en_us													Adobe - PostScript Developer Center							2	indesign				noodp			true						www.adobe.com/devnet/postscript/sdk/	dropdown,pod,tab,tree				true					
		en_us													Adobe - Premiere Pro CS4 SDK							2	adobe premiere pro				noodp			true						www.adobe.com/devnet/premiere/sdk/cs4/	dropdown				true					
		en_us													Adobe - CS4 SDK License Agreement	false						1	Premiere Pro				noodp			true						www.adobe.com/devnet/premiere/sdk/cs4/eula.html	dropdown,pod				true					
		en_us													Adobe \xe2\x80\x93 Reader Developer Center  - Interapplication Communication							2	acrobat				noodp			true						www.adobe.com/devnet/reader/interapplication_communication.html	dropdown,pod				true					
		en_us													Adobe - Reader Developer Center - Plug-in Architecture							2	acrobat				noodp			true						www.adobe.com/devnet/reader/plug_in_architecture.html	dropdown,pod				true					
		en_us													Adobe - Reader Developer Center - Security and Digital Signatures							2	acrobat				noodp			true						www.adobe.com/devnet/reader/security.html	dropdown,pod				true					
		en_us													Adobe - Soundbooth Score Toolkit License Agreement							1	soundbooth				noodp			true						www.adobe.com/devnet/soundbooth/sdk/eula.html	dropdown,pod				true					
		en_us													Adobe - Type Manager Documentation							2					noodp			true						www.adobe.com/devnet/typemanager/documentation.html	dropdown,pod				true					
		en_us													Adobe - Version Cue Developer Center							2	version cue				noodp			true						www.adobe.com/devnet/versioncue/sdk/	dropdown,pod,tab,tree				true					
		en_us													Adobe - Version Cue CS3 SDK License Agreement							1	version cue				noodp			true						www.adobe.com/devnet/versioncue/sdk/eula.html	dropdown,pod				true					
		en_us													Adobe - Adobe XMP SDK License Agreement							1					noodp			true						www.adobe.com/devnet/xmp/sdk/eula.html	dropdown,pod				true					
		en_us				true	true								Adobe - Error page												noodp	NOINDEX,NOFOLLOW				adobe		true		www.adobe.combe.com/devnet/coldfusion/articles/cf_air_orm_library.html										
		en_us				true	true								Adobe - Error page												noodp	NOINDEX,NOFOLLOW				adobe		true		www.adobe.combe.com/devnet/dreamweaver/articles/spry_menu_bar.html										
